英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,Full_Career_English,国籍,SNS_Instagram,SNS_Twitter,SNS_Facebook,選手名_カタカナ,リーグ
Ikki Morimoto,森元 一気,FL/No8,狭山セコムラガッツ（2025-26）,169.0,93.0,2002.10.22,23.0,尾道高校,帝京大学,尾道高校 帝京大学,A,1,https://league-one.jp/player/484090,,,,,,狭山セコムラガッツ (2025 - ),Sayama Secom Rugguts (2025 - ),,,,,森元 一気,
Chase Tiatia,チェイス ・ティアティア,FB,狭山セコムラガッツ（2025-26）,181.0,102.0,1995.10.14,30.0,Stパトリックカレッジ・シルバーストリーム,,Chiefs (2017 - 2022) -> Hurricanes (2019 - 2020) -> フォース (2023 - 2024) -> 狭山RG (2024 - ),B,18,https://league-one.jp/player/484091,,Chiefs (2017 - 2022) -> Hurricanes (2019 - 2020) -> フォース (2023 - 2024) -> 狭山RG (2024 - ),,,,チーフス (2017 - 2022) -> ハリケーンズ (2019 - 2020) -> フォース (2023 - 2024) -> 狭山セコムラガッツ (2024 - ),Chiefs (2017 - 2022) -> Hurricanes (2019 - 2020) -> フォース (2023 - 2024) -> 狭山RG (2024 - ),,,,,チェイス ・ティアティア,
Daniel Waite,ダニエル ・ウェイト,SO,狭山セコムラガッツ（2025-26）,181.0,92.0,1996.04.08,29.0,ニュープリマス・ボーイズ,,ニュープリマス・ボーイズ高校,B,11,https://league-one.jp/player/484092,,,,,,タラナキ (2016 - 2022) -> Rouen Normandie Rugby (2021 - 2022) -> 狭山セコムラガッツ (2024 - ),Taranaki Bulls (2016 - 2022) -> Rouen Normandie Rugby (2021 - 2022) -> Sayama Secom Rugguts (2024 - ),,,,,ダニエル ・ウェイト,
Whetukamokamo Douglas,フェトゥカモカモ ・ダグラス,FL/No8,狭山セコムラガッツ（2025-26）,191.0,111.0,1991.04.18,34.0,ギズボーン,ワイカト大学,ギズボーン高校 ワイカト大学,A,48,https://league-one.jp/player/484093,,,,,,Not Found,Not Found,,,,,フェトゥカモカモ ・ダグラス,
TJ Faiane,ティジェイ ・ファイアネ,CTB,狭山セコムラガッツ（2025-26）,180.0,95.0,1995.08.24,30.0,セントケンティガン,,セントケンティガン高校,B,15,https://league-one.jp/player/484094,,,,,,ブルーズ (2016 - 2021) -> オークランド (2019 - 2020) -> 日野レッドドルフィンズ (2021 - 2023) -> 狭山セコムラガッツ (2024 - ),Blues (2016 - 2021) -> Auckland (2019 - 2020) -> Hino Red Dolphins (2021 - 2023) -> Sayama Secom Rugguts (2024 - ),,,,,ティジェイ ・ファイアネ,
Troy Callander,トロイ ・カレンダー,LO,狭山セコムラガッツ（2025-26）,198.0,111.0,1994.12.27,31.0,オタゴボーイズ,,オタゴボーイズ高校,A,17,https://league-one.jp/player/484095,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,トロイ ・カレンダー,
Kazuki Ikemura,池村 冬紀,CTB,狭山セコムラガッツ（2025-26）,178.0,91.0,2002.01.11,24.0,川口高校,山梨学院大学,川口高校 山梨学院大学,A,0,https://league-one.jp/player/484096,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,池村 冬紀,
Motoki Kaneko,金子 元紀,PR,狭山セコムラガッツ（2025-26）,180.0,116.0,2001.03.21,24.0,川口高校,立正大学,川口高校 立正大学,A,11,https://league-one.jp/player/484097,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,金子 元紀,
Minato Jinnouchi,陣内 源斗,HO,狭山セコムラガッツ（2025-26）,162.0,92.0,2001.02.10,25.0,尾道高校,立正大学,尾道高校 立正大学,A,1,https://league-one.jp/player/484098,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,陣内 源斗,
Keito Tahara,田原 慶人,SH,狭山セコムラガッツ（2025-26）,163.0,70.0,2000.06.25,25.0,石見智翠館高校,近畿大学,石見智翠館高校 近畿大学,A,1,https://league-one.jp/player/484099,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,田原 慶人,
Yosuke Okuma,大熊 陽介,FL/No8,狭山セコムラガッツ（2025-26）,180.0,96.0,1998.04.29,27.0,國學院栃木高校,同志社大学,國學院栃木高校 同志社大学,A,6,https://league-one.jp/player/484100,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,大熊 陽介,
Riku Mizuno,水野 陸,WTB,狭山セコムラガッツ（2025-26）,175.0,86.0,2001.12.21,24.0,東京高校,中央大学,東京高校 中央大学,A,2,https://league-one.jp/player/484101,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,水野 陸,
Tatsuki Kanza,神座 立樹,WTB,狭山セコムラガッツ（2025-26）,178.0,85.0,1998.04.25,27.0,専修大学松戸高校,帝京大学,専修大学松戸高校 帝京大学,A,9,https://league-one.jp/player/484102,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,神座 立樹,
Koki Iida,飯田 光紀,FL/No8,狭山セコムラガッツ（2025-26）,168.0,85.0,1999.09.30,26.0,日川高校,日本大学,日川高校 日本大学,A,12,https://league-one.jp/player/484103,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,飯田 光紀,
Ash Paker,パーカー アッシュ,FL/No8,狭山セコムラガッツ（2025-26）,187.0,108.0,1988.11.01,37.0,セントバーナード,ビクトリア大学,セントバーナード高校 ビクトリア大学,A,27,https://league-one.jp/player/484104,,,,,,Not Found,Not Found,,,,,パーカー アッシュ,
Naoto Shirakawa,白川 直人,PR,狭山セコムラガッツ（2025-26）,174.0,108.0,1996.11.22,29.0,桂高校,日本大学,桂高校 日本大学,A,12,https://league-one.jp/player/484105,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,白川 直人,
Kentaro Ueno,上野 拳太郎,PR,狭山セコムラガッツ（2025-26）,169.0,106.0,1994.05.10,31.0,日大藤沢高校,日本体育大学,日大藤沢高校 日本体育大学,A,19,https://league-one.jp/player/484106,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,上野 拳太郎,
Haruya Nakasu,中洲 晴陽,CTB,狭山セコムラガッツ（2025-26）,174.0,88.0,2000.01.10,26.0,筑紫高校,近畿大学,筑紫高校 近畿大学,A,18,https://league-one.jp/player/484107,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,中洲 晴陽,
Yudai Ishii,石井 雄大,FB,狭山セコムラガッツ（2025-26）,171.0,78.0,1997.02.26,28.0,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,8,https://league-one.jp/player/484108,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,石井 雄大,
Sotaro Tanaka,田中 創太郎,PR,狭山セコムラガッツ（2025-26）,175.0,108.0,2001.10.29,24.0,國學院久我山高校,青山学院大学,國學院久我山高校 青山学院大学,A,4,https://league-one.jp/player/484109,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,田中 創太郎,
Yoshihiro Noguchi,野口 宜裕,WTB,狭山セコムラガッツ（2025-26）,169.0,71.0,1994.12.26,31.0,早稲田摂陵高校,専修大学,早稲田摂陵高校 専修大学,A,2,https://league-one.jp/player/484110,,,セブンズ日本(36),,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,野口 宜裕,
Eito Tsutsumi,堤 英登,SH,狭山セコムラガッツ（2025-26）,163.0,68.0,1997.06.19,28.0,佐賀工業高校,日本体育大学,佐賀工業高校 日本体育大学,A,12,https://league-one.jp/player/484112,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,堤 英登,
Fisipuna Tuiaki,フィシプナ ・トゥイアキ,CTB,狭山セコムラガッツ（2025-26）,188.0,108.0,1995.01.23,31.0,日本航空石川高校,天理大学,セコム (2018 - 2022) -> 日本 (2019 - 2020) -> Mitsubishi Sagamihara Dynaboars (2022 - 2024) -> 狭山RG (2024 - ),A,20,https://league-one.jp/player/484113,,セコム (2018 - 2022) -> 日本 (2019 - 2020) -> Mitsubishi Sagamihara Dynaboars (2022 - 2024) -> 狭山RG (2024 - ),セブンズ日本(2),,,セコムラガッツ (2018 - 2022) -> 日本 (2019 - 2020) -> 三菱重工相模原ダイナボアーズ (2022 - 2024) -> 狭山セコムラガッツ (2024 - ),セコム (2018 - 2022) -> 日本 (2019 - 2020) -> Mitsubishi Sagamihara Dynaboars (2022 - 2024) -> 狭山RG (2024 - ),,,,,フィシプナ ・トゥイアキ,
Shogo Murakami,村上 翔梧,PR,狭山セコムラガッツ（2025-26）,178.0,113.0,1996.08.01,29.0,新田高校,立正大学,新田高校 立正大学,A,4,https://league-one.jp/player/484114,,,,,,宗像サニックスブルース (2021 - 2022) -> 狭山セコムラガッツ (2024 - ),Munakata Sanix Blues (2021 - 2022) -> Sayama Secom Rugguts (2024 - ),,,,,村上 翔梧,
Yuki Tsujioka,辻岡 優希,FL/No8,狭山セコムラガッツ（2025-26）,182.0,98.0,2001.07.26,24.0,和歌山工業高校,大東文化大学,和歌山工業高校 大東文化大学,A,4,https://league-one.jp/player/484115,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,辻岡 優希,
Tatsuki Tanina,谷名 樹,HO,狭山セコムラガッツ（2025-26）,175.0,98.0,2000.08.20,25.0,延岡星雲高校,東洋大学,延岡星雲高校 東洋大学,A,17,https://league-one.jp/player/484116,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,谷名 樹,
Kosei Kanda,神田 康生,LO,狭山セコムラガッツ（2025-26）,194.0,105.0,2001.04.27,24.0,鹿児島工業高校,流通経済大学,鹿児島工業高校 流通経済大学,A,0,https://league-one.jp/player/484117,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,神田 康生,
Kaito Sugahara,菅原 海人,SO,狭山セコムラガッツ（2025-26）,171.0,83.0,2000.08.21,25.0,京都工学院高校,帝京大学,京都工学院高校 帝京大学,A,2,https://league-one.jp/player/484118,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,菅原 海人,
Shota Okuno,奥野 翔太,HO,狭山セコムラガッツ（2025-26）,177.0,101.0,2000.01.15,26.0,常翔学園高校,帝京大学,常翔学園高校 帝京大学,A,18,https://league-one.jp/player/484119,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,奥野 翔太,
Ryusuke Yamamoto,山本 龍亮,FL/No8,狭山セコムラガッツ（2025-26）,179.0,97.0,1998.06.22,27.0,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,2,https://league-one.jp/player/484120,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,山本 龍亮,
Shota Kutsuna,忽那 鐘太,SO,狭山セコムラガッツ（2025-26）,180.0,86.0,1997.03.19,28.0,石見智翠館高校,明治大学,石見智翠館高校 明治大学,A,12,https://league-one.jp/player/484121,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,忽那 鐘太,
Kazuki Asakura,朝倉 一稀,LO,狭山セコムラガッツ（2025-26）,184.0,107.0,1994.08.06,31.0,平塚学園高校,国士舘大学,平塚学園高校 国士舘大学,A,5,https://league-one.jp/player/484122,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,朝倉 一稀,
Yushi Okuda,奥田 勇志,WTB,狭山セコムラガッツ（2025-26）,176.0,84.0,2001.10.05,24.0,新潟工業高校,拓殖大学,新潟工業高校 拓殖大学,A,15,https://league-one.jp/player/484124,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,奥田 勇志,
Kanta Noguchi,野口 幹太,FB,狭山セコムラガッツ（2025-26）,175.0,82.0,1999.09.25,26.0,東京高校,東海大学,東京高校 東海大学,A,0,https://league-one.jp/player/484125,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,野口 幹太,
Kento Mizutani,水谷 健人,FL/No8,狭山セコムラガッツ（2025-26）,183.0,99.0,1997.11.12,28.0,秋田工業高校,帝京大学,秋田工業高校 帝京大学,A,19,https://league-one.jp/player/484126,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,水谷 健人,
Tatsuya Hayashi,林 辰哉,CTB,狭山セコムラガッツ（2025-26）,170.0,84.0,2000.05.19,25.0,石見智翠館高校,拓殖大学,石見智翠館高校 拓殖大学,A,0,https://league-one.jp/player/484127,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,林 辰哉,
Fugo Takada,高,HO,狭山セコムラガッツ（2025-26）,174.0,102.0,1999.06.01,26.0,桐蔭学園高校,筑波大学,桐蔭学園高校 筑波大学,A,1,https://league-one.jp/player/484128,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,高,
Ayumu Sawada,澤田 歩武,CTB,狭山セコムラガッツ（2025-26）,166.0,80.0,1996.08.04,29.0,専修大学付属高校,専修大学,専修大学付属高校 専修大学,A,7,https://league-one.jp/player/484129,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,澤田 歩武,
Shoki Morimoto,森元 翔紀,CTB,狭山セコムラガッツ（2025-26）,167.0,85.0,2000.08.09,25.0,報徳学園高校,近畿大学,報徳学園高校 近畿大学,A,7,https://league-one.jp/player/484130,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,森元 翔紀,
Ryoutaro Shimizu,清水 良太郎,SH,狭山セコムラガッツ（2025-26）,168.0,75.0,2001.11.18,24.0,東京高校,東洋大学,東京高校 東洋大学,A,0,https://league-one.jp/player/484131,,,,,,Not Found,Not Found,,,,,清水 良太郎,
Makoto Kurata,倉田 真,PR,狭山セコムラガッツ（2025-26）,176.0,113.0,2000.09.06,25.0,京都成章高校,明治大学,京都成章高校 明治大学,A,5,https://league-one.jp/player/484132,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,倉田 真,
Tomoya Haraguti,原口 智也,CTB,狭山セコムラガッツ（2025-26）,170.0,84.0,1997.11.04,28.0,佐野日大高校,立命館大学,佐野日大高校 立命館大学,A,0,https://league-one.jp/player/484133,,,,,,Not Found,Not Found,,,,,原口 智也,
Kanaru Takahashi,高橋 香成,SH,狭山セコムラガッツ（2025-26）,168.0,75.0,1996.09.01,29.0,東海大相模高校,東海大学,東海大相模高校 東海大学,A,8,https://league-one.jp/player/484134,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,高橋 香成,
Itsuki Fujii,藤井 樹,LO,狭山セコムラガッツ（2025-26）,181.0,103.0,1995.07.09,30.0,日本大学高校,帝京大学,日本大学高校 帝京大学,A,12,https://league-one.jp/player/484135,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,藤井 樹,
Toshiki Sato,佐藤 俊輝,PR,狭山セコムラガッツ（2025-26）,171.0,105.0,1997.02.19,28.0,昌平高校,國學院大大学,昌平高校 國學院大,A,15,https://league-one.jp/player/484136,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,佐藤 俊輝,
Musashi Matsuda,松田 武蔵,WTB,狭山セコムラガッツ（2025-26）,170.0,77.0,2000.08.24,25.0,ロトルア・ボーイズ,大東文化大学,ロトルア・ボーイズ高校 大東文化大学,A,6,https://league-one.jp/player/484137,,,,,,狭山セコムラガッツ (2024 - ),Sayama Secom Rugguts (2024 - ),,,,,松田 武蔵,
Semi Radradra,セミ ・ラドラドラ,CTB,静岡ブルーレヴズ（2025-26）,190.0,103.0,1992.06.13,33.0,ホーリークロスカレッジ,,ホーリークロスカレッジ,C,7,https://league-one.jp/player/484146,,,,,,Parramatta Eels (2015 - 2017) -> トゥーロン (2017 - 2018) -> Union Bordeaux-Bègles (2018 - 2020) -> ブリストル・ベアーズ (2019 - 2023) -> リヨン (2023 - 2025) -> 静岡ブルーレヴズ (2025 - ),Parramatta Eels (2015 - 2017) -> Rugby Club Toulonnais (2017 - 2018) -> Union Bordeaux-Bègles (2018 - 2020) -> Bristol Bears (2019 - 2023) -> Lyon Olympique Universitaire Rugby (2023 - 2025) -> Shizuoka Blue Revs (2025 - ),,,,,セミ ・ラドラドラ,league-one
Daniel Maiava,ダニエル ・マイアヴァ,LO,静岡ブルーレヴズ（2025-26）,194.0,116.0,2003.05.26,22.0,セントジョセフズナジーカレッジ,,セントジョセフナッジーカレッジ,B,0,https://league-one.jp/player/484147,,,,,,メルボルン・レベルズ (2021 - 2024) -> サウスランド (2023 - 2024) -> Hunter Wildfires (2024 - 2025) -> 静岡ブルーレヴズ (2025 - ),Melbourne Rebels (2021 - 2024) -> Southland Stags (2023 - 2024) -> Hunter Wildfires (2024 - 2025) -> Shizuoka Blue Revs (2025 - ),,,,,ダニエル ・マイアヴァ,league-one
Keitatsu Motoyama,本山 佳龍,PR,静岡ブルーレヴズ（2025-26）,188.0,113.0,2006.12.26,19.0,長崎南山高校,,長崎南山高校,A,0,https://league-one.jp/player/484148,,,,,,静岡ブルーレヴズ (2025 - ),Shizuoka Blue Revs (2025 - ),,,,,本山 佳龍,league-one
SANELE NOHAMBA,サネレ ・ノハンバ,SH,静岡ブルーレヴズ（2025-26）,167.0,74.0,1999.01.19,27.0,DurbanHighSchool,,DurbanHighSchool,B,4,https://league-one.jp/player/484149,,,,,,シャークス (2018 - 2022) -> ライオンズ (2022 - 2025) -> 静岡ブルーレヴズ (2024 - ),Sharks (2018 - 2022) -> Lions Rugby (2022 - 2025) -> Shizuoka Blue Revs (2024 - ),,,,,サネレ ・ノハンバ,league-one
Gen Goto,五島 源,CTB,静岡ブルーレヴズ（2025-26）,173.0,85.0,2003.03.28,22.0,尾道高校,帝京大学,尾道高校 帝京大学,A,0,https://league-one.jp/player/484150,,,,,,静岡ブルーレヴズ (2024 - ),Shizuoka Blue Revs (2024 - ),,,,,五島 源,league-one
Makoto Tsutsuguchi,筒口 允之,SO,静岡ブルーレヴズ（2025-26）,171.0,81.0,2002.04.26,23.0,長崎南山高校,天理大学,長崎南山高校 天理大学,A,1,https://league-one.jp/player/484151,,,,,,静岡ブルーレヴズ (2025 - ),Shizuoka Blue Revs (2025 - ),,,,,筒口 允之,league-one
