闍ｱ隱槫錐,驕ｸ謇句錐,繝昴ず繧ｷ繝ｧ繝ｳ,謇螻槭メ繝ｼ繝,霄ｫ髟ｷ,菴馴㍾,逕溷ｹｴ譛域律,蟷ｴ鮨｢,鬮俶｡,螟ｧ蟄ｦ,蜃ｺ霄ｫ譬｡繝ｻ繝√ｼ繝豁ｴ(蜈ｨ譁),繧ｫ繝ざ繝ｪ,繝ｪ繝ｼ繧ｰ繝ｯ繝ｳ繧ｭ繝｣繝謨ｰ,URL,Text_Detail,繧ｭ繝｣繝ｪ繧｢驕肴ｭｴ,莉｣陦ｨ繧ｭ繝｣繝謨ｰ,International_Caps,Scraped_Url
Ayumu Sawada,貔､逕ｰ 豁ｩ豁ｦ,CTB,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,166,80,1996.08.04,29,蟆ゆｿｮ螟ｧ蟄ｦ莉伜ｱ樣ｫ俶｡,蟆ゆｿｮ螟ｧ蟄ｦ,蟆ゆｿｮ螟ｧ蟄ｦ莉伜ｱ樣ｫ俶｡ 蟆ゆｿｮ螟ｧ蟄ｦ,A,7,https://league-one.jp/player/484129,,,,,
Shoki Morimoto,譽ｮ蜈 鄙皮ｴ,CTB,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,167,85,2000.08.09,25,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,霑醍柄螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 霑醍柄螟ｧ蟄ｦ,A,7,https://league-one.jp/player/484130,,,,,
Ryoutaro Shimizu,貂⒧ｰｴ 濶ｯ螟ｪ驛,SH,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,168,75,2001.11.18,24,譚ｱ莠ｬ鬮俶｡,譚ｱ豢句､ｧ蟄ｦ,譚ｱ莠ｬ鬮俶｡ 譚ｱ豢句､ｧ蟄ｦ,A,0,https://league-one.jp/player/484131,,,,,
Makoto Kurata,蛟臥伐 逵,PR,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,176,113,2000.09.06,25,莠ｬ驛ｽ謌千ｫ鬮俶｡,譏取ｲｻ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484132,,,,,
Tomoya Haraguti,蜴溷哨 譎ｺ荵,CTB,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,170,84,1997.11.04,28,菴宣㍽譌･螟ｧ鬮俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,菴宣㍽譌･螟ｧ鬮俶｡ 遶句多鬢ｨ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484133,,,,,
Kanaru Takahashi,鬮俶ｩ 鬥呎,SH,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,168,75,1996.09.01,29,譚ｱ豬ｷ螟ｧ逶ｸ讓｡鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ逶ｸ讓｡鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,8,https://league-one.jp/player/484134,,,,,
Itsuki Fujii,阯､莠 讓ｹ,LO,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,181,103,1995.07.09,30,譌･譛ｬ螟ｧ蟄ｦ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,譌･譛ｬ螟ｧ蟄ｦ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,12,https://league-one.jp/player/484135,,,,,
Toshiki Sato,菴占陸 菫願ｼ,PR,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,171,105,1997.02.19,28,譏悟ｹｳ鬮俶｡,蝨句ｭｸ髯｢螟ｧ螟ｧ蟄ｦ,譏悟ｹｳ鬮俶｡ 蝨句ｭｸ髯｢螟ｧ,A,15,https://league-one.jp/player/484136,,,,,
Musashi Matsuda,譚ｾ逕ｰ 豁ｦ阡ｵ,WTB,迢ｭ螻ｱ繧ｻ繧ｳ繝繝ｩ繧ｬ繝ヤｼ2025-26ｼ,170,77,2000.08.24,25,繝ｭ繝医Ν繧｢繝ｻ繝懊ｼ繧､繧ｺ鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,繝ｭ繝医Ν繧｢繝ｻ繝懊ｼ繧､繧ｺ鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,6,https://league-one.jp/player/484137,,,,,
Takehiro Kimura,譛ｨ譚 蜍㍾､ｧ,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,188,100,1992.11.11,33,驛ｽ蟲ｶ蟾･讌ｭ鬮俶｡,霑醍柄螟ｧ蟄ｦ,驛ｽ蟲ｶ蟾･讌ｭ 霑醍柄螟ｧ蟄ｦ,A,12,https://league-one.jp/player/484254,,,,,
Taiyou Kubo,荵⒥ｿ 螟ｪ髯ｽ,,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,180,105,2002.11.05,23,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484255,,,,,
Hayato Fukumoto,遖乗悽 鬚ｯ鄙,SH,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,166,72,2002.07.16,23,譚ｱ豬ｷ螟ｧ螟ｧ髦ｪ莉ｰ譏滄ｫ俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ螟ｧ髦ｪ莉ｰ譏滄ｫ俶｡ 遶句多鬢ｨ螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484256,,,,,
Kaen Hirano,蟷ｳ驥 蜿ｶ闍,HO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,175,100,2002.07.18,23,蜷榊商螻句ｸらｫ玖･ｿ髯ｵ鬮俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,蜷榊商螻句ｸらｫ玖･ｿ髯ｵ鬮俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,2,https://league-one.jp/player/484257,,,,,
Kenji Nigara,莠碁㍾ 雉｢豐ｻ,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,178,103,2002.07.24,23,螟ｩ逅ｫ俶｡,遲第ｳ｢螟ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484258,,,,,
Sebasstian Sialau,繧ｻ繝舌せ繝√Ε繝ｳ 繝ｻ繧ｷ繧｢繝ｩ繧ｦ,SO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,180,88,2003.12.20,22,繝医ぇ繧ｦ繝ｳ繝先枚豕募ｭｦ譬｡,,繝医ぇ繧ｦ繝ｳ繝先枚豕募ｭｦ譬｡,B,13,https://league-one.jp/player/484259,,,,,
Connor Anderson,繧ｳ繝翫ｼ 繝ｻ繧｢繝ｳ繝繝ｼ繧ｽ繝ｳ,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,191,103,1996.05.13,29,繝悶Μ繧ｺ繝吶Φ蟾樒ｫ矩ｫ倡ｭ牙ｭｦ譬｡,,繝悶Μ繧ｺ繝吶Φ蟾樒ｫ矩ｫ倡ｭ牙ｭｦ譬｡,B,8,https://league-one.jp/player/484260,,,,,
Taiki Washiya,鮃ｲ隹ｷ 螟ｪ蟶,LO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,188,100,2000.05.08,25,螟ｩ逅ｫ俶｡,譌･譛ｬ螟ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 譌･譛ｬ螟ｧ蟄ｦ,A,3,https://league-one.jp/player/484261,,,,,
Hayato Miyazaki,螳ｮ蠏 髫ｼ莠ｺ,SO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,172,84,2000.07.24,25,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨 遶句多鬢ｨ螟ｧ蟄ｦ,A,19,https://league-one.jp/player/484262,,,,,
Kennta Kitayama,蛹怜ｱｱ 邨｢螟ｧ,WTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,170,80,2000.10.30,25,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,13,https://league-one.jp/player/484263,,,,,
Syougo Azuma,譚ｱ 蟆誓,CTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,176,86,2000.10.18,25,闃ｦ螻句ｭｦ蝨帝ｫ俶｡,鞫ょ漉螟ｧ蟄ｦ,闃ｦ螻句ｭｦ蝨帝ｫ俶｡ 鞫ょ漉螟ｧ蟄ｦ,A,22,https://league-one.jp/player/484264,,,,,
Shintaro Matsuda,譚ｾ逕ｰ 騾ｲ螟ｪ驛,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,175,95,1999.05.23,26,莠ｬ驛ｽ謌千ｫ鬮俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,A,36,https://league-one.jp/player/484265,,,,,
Kentarou Fujii,阯､莠 蛛･螟ｪ驛,WTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,179,90,2000.01.17,25,莨剰ｦ句ｷ･讌ｭ鬮俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,莨剰ｦ句ｷ･讌ｭ 遶句多鬢ｨ螟ｧ蟄ｦ,A,41,https://league-one.jp/player/484266,,,,,
Shinnya Hirayama,蟷ｳ螻ｱ 逵滉ｹ,CTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,177,92,1999.10.08,26,譚ｱ遖丞ｲ｡鬮俶｡,遖丞ｲ｡蟾･讌ｭ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 遖丞ｲ｡蟾･讌ｭ螟ｧ蟄ｦ,A,36,https://league-one.jp/player/484267,,,,,
Tomonari Aoki,髱呈惠 譎ｺ謌,LO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,189,104,1998.05.09,27,譚ｱ莠ｬ鬮俶｡,荳ｭ螟ｮ螟ｧ蟄ｦ,譚ｱ莠ｬ鬮俶｡ 荳ｭ螟ｮ螟ｧ蟄ｦ,A,29,https://league-one.jp/player/484268,,,,,
Hashizou Yoshida,蜷臥伐 讖玖鳩,SO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,177,85,1997.12.20,28,蠕ｳ蟲ｶ蝓主圏鬮俶｡,譌･譛ｬ螟ｧ蟄ｦ,蠕ｳ蟲ｶ蝓主圏鬮俶｡ 譌･譛ｬ螟ｧ蟄ｦ,A,41,https://league-one.jp/player/484269,,,,,
Riki Yamaguchi,螻ｱ蜿｣ 闔芽ｼ,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,180,112,1999.02.14,26,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,髟ｷ蟠主圏髯ｽ蜿ｰ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,17,https://league-one.jp/player/484270,,,,,
Kota Moriyama,譽ｮ螻ｱ 逧灘､ｪ,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,186,110,1993.11.29,32,譚ｱ螻ｱ鬮俶｡,鞫ょ漉螟ｧ蟄ｦ,譚ｱ螻ｱ鬮俶｡ 鞫ょ漉螟ｧ蟄ｦ,A,43,https://league-one.jp/player/484271,,,,,
Masaaki Morita,譽ｮ逕ｰ 謾ｿ蠖ｰ,CTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,166,84,1991.10.21,34,蠕｡謇螳滓･ｭ鬮俶｡,荵晏ｷ槫ｱ遶句､ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 荵晏ｷ槫ｱ遶句､ｧ蟄ｦ,A,38,https://league-one.jp/player/484272,,,,,
Kento Miyata,螳ｮ逕ｰ 雉｢譁,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,170,107,1998.07.27,27,鮖ｿ蜈仙ｳｶ邇蛾ｾ埼ｫ俶｡,譛晄律螟ｧ蟄ｦ,鮖ｿ蜈仙ｳｶ邇蛾ｾ埼ｫ俶｡ 譛晄律螟ｧ蟄ｦ,A,39,https://league-one.jp/player/484273,,,,,
Atsushi Mizofuchi,貅晄ｸ 遽､蜿ｸ,SH,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,167,70,1998.10.31,27,莠ｬ驛ｽ蠎懃ｫ区｡るｫ俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,莠ｬ驛ｽ蠎懃ｫ区｡るｫ俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,24,https://league-one.jp/player/484274,,,,,
Kohei Matsunaga,譚ｾ豌ｸ 豬ｩ蟷ｳ,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,177,93,1990.07.16,35,蠎ｳｶ蟾･讌ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠎ｳｶ蟾･讌ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,33,https://league-one.jp/player/484275,,,,,
Yuto Matsuoka,譚ｾ蟯｡ 逾先沫,FB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,183,92,1998.02.22,27,譏主柱鬮俶｡,遲第ｳ｢螟ｧ蟄ｦ,譏主柱鬮俶｡ 遲第ｳ｢螟ｧ蟄ｦ,A,19,https://league-one.jp/player/484276,,,'17 U20,,
Keisuke Maeda,蜑咲伐 諱ｵ霈,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,172,102,1990.01.18,35,髟ｷ蟠主漉螻ｱ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,髟ｷ蟠主漉螻ｱ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,10,https://league-one.jp/player/484277,,,,,
Hirofumi Higashikawa,譚ｱ蟾 蟇帛彰,WTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,175,84,1995.06.09,30,譚ｱ遖丞ｲ｡鬮俶｡,豕墓帆螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 豕墓帆螟ｧ蟄ｦ,A,21,https://league-one.jp/player/484278,,,'15 U20縲'15 U23,,
Taro Nishikawa,隘ｿ蟾 螟ｪ驛,LO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,183,104,1994.10.09,31,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,50,https://league-one.jp/player/484279,,,,,
Masahiro Nakano,荳ｭ驥 蟆ｮ,WTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,168,78,1996.01.25,29,遏ｳ隕区匱鄙鬢ｨ鬮俶｡,荵晏ｷ槫ｱ遶句､ｧ蟄ｦ,遏ｳ隕区匱鄙鬢ｨ鬮俶｡ 荵晏ｷ槫ｱ遶句､ｧ蟄ｦ,A,35,https://league-one.jp/player/484280,,,,,
Makoto Torikai,魑･鬟ｼ 隱,CTB,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,178,88,1993.08.07,32,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ,A,15,https://league-one.jp/player/484281,,,,,
Shohei Tsukamoto,蝪壽悽 螂ｨ蟷ｳ,SH,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,168,70,1993.01.19,32,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ莉ｰ譏滄ｫ俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,27,https://league-one.jp/player/484282,,,,,
Noriyuki Kureyama,蜻牙ｱｱ 閨夜％,LO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,180,98,1998.07.25,27,螟ｧ髦ｪ譯占発鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,螟ｧ髦ｪ譯占発鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,25,https://league-one.jp/player/484283,,,,,
Seiya Kitajima,蛹怜ｳｶ 閨紋ｹ,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,175,120,1995.03.06,30,菴占ｳ蟾･讌ｭ鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,菴占ｳ蟾･讌ｭ鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,22,https://league-one.jp/player/484284,,,,,
Rintaro Kawasima,豐ｳ蠍 蜃懷､ｪ驛,SH,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,160,65,1993.10.28,32,髟ｷ蟠主漉螻ｱ鬮俶｡,遖丞ｲ｡蟾･讌ｭ螟ｧ蟄ｦ,髟ｷ蟠主漉螻ｱ鬮俶｡ 遖丞ｲ｡蟾･讌ｭ螟ｧ蟄ｦ,A,39,https://league-one.jp/player/484285,,,,,
Toshiyuki ohki,螟ｧ譛ｨ 蟇ｿ荵,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,182,108,1994.02.09,31,蝨句ｭｸ髯｢譬惠鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蝨句ｭｸ髯｢譬惠鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,30,https://league-one.jp/player/484286,,,,,
Edward Quirk,繧ｨ繝峨Ρ繝ｼ繝 繝ｻ繧ｫ繝ｼ繧ｯ,FL,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,191,108,1991.08.28,34,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝磯ｫ俶｡,繧｢繧､繧ｪ繝雁､ｧ蟄ｦ,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝磯ｫ俶｡ 繧｢繧､繧ｪ繝雁､ｧ蟄ｦ,C,36,https://league-one.jp/player/484287,,,,,
Kentaro Iwanaga,蟯ｩ豌ｸ 蛛･螟ｪ驛,HO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,171,102,1995.04.12,30,髟ｷ蟠主漉螻ｱ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,髟ｷ蟠主漉螻ｱ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,48,https://league-one.jp/player/484288,,,,,
Kojiro Arito,譛芽陸 蟄疲ｬ｡譛,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,173,102,1998.03.24,27,譌･蟾晞ｫ俶｡,荳ｭ螟ｮ螟ｧ蟄ｦ,譌･蟾晞ｫ俶｡ 荳ｭ螟ｮ螟ｧ蟄ｦ,A,45,https://league-one.jp/player/484289,,,'17 U20縲'17 U23,,
Yuki Asai,豬⒥ｺ 菴題ｼ,HO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,178,102,1992.08.24,33,髢｢隘ｿ蟄ｦ髯｢鬮俶｡,髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,髢｢隘ｿ蟄ｦ髯｢鬮俶｡ 髢｢隘ｿ蟄ｦ髯｢螟ｧ蟄ｦ,A,27,https://league-one.jp/player/484290,,,,,
Hayato Moriyama,譽ｮ螻ｱ 霑⒪ｽ,LO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,182,103,2001.07.21,24,莠ｬ驛ｽ蟾･蟄ｦ髯｢鬮俶｡,鞫ょ漉螟ｧ蟄ｦ,莠ｬ驛ｽ蟾･蟄ｦ髯｢鬮俶｡ 鞫ょ漉螟ｧ蟄ｦ,A,14,https://league-one.jp/player/484291,,,,,
Yuta Nishihama,隘ｿ豼ｱ 謔螟ｪ,HO,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,177,101,2001.05.21,24,譚ｱ遖丞ｲ｡鬮俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,9,https://league-one.jp/player/484292,,,,,
Haruki Miyata,螳ｮ逕ｰ 謔證,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,175,103,2001.05.03,24,蠎ｳｶ逵檎ｫ句ｺｳｶ蟾･讌ｭ鬮俶｡,螟ｩ逅､ｧ蟄ｦ,蠎ｳｶ逵檎ｫ句ｺｳｶ蟾･讌ｭ鬮俶｡ 螟ｩ逅､ｧ蟄ｦ,A,18,https://league-one.jp/player/484293,,,,,
Riku Iwai,蟯ｩ莠 髯ｸ,PR,荳ｭ蝗ｽ髮ｻ蜉帙Ξ繝ラ繝ｬ繧ｰ繝ｪ繧ｪ繝ｳ繧ｺｼ2025-26ｼ,176,100,2001.06.07,24,蟆ｾ驕馴ｫ俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,蟆ｾ驕馴ｫ俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,14,https://league-one.jp/player/484294,,,,,
Kaleb Trask,繧ｱ繧､繝ｬ繝 繝ｻ繝医Λ繧ｹ繧ｯ,SO,譚ｱ莠ｬ繧ｵ繝ｳ繝医Μ繝ｼ繧ｵ繝ｳ繧ｴ繝ｪ繧｢繧ｹｼ2025-26ｼ,180,90,1999.01.27,26,繝ｭ繝医Ν繧｢繝懊ｼ繧､繧ｺ繝上う繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,,繝ｭ繝医Ν繧｢繝懊ｼ繧､繧ｺ繝上う繧ｹ繧ｯ繝ｼ繝ｫ,B,0,https://league-one.jp/player/484295,,,,,
Gideon Wrampling,繧ｮ繝が繝ｳ 繝ｻ繝ｩ繝ｳ繝励Μ繝ｳ繧ｰ,CTB,譚ｱ莠ｬ繧ｵ繝ｳ繝医Μ繝ｼ繧ｵ繝ｳ繧ｴ繝ｪ繧｢繧ｹｼ2025-26ｼ,188,102,2001.07.26,24,繧ｻ繝ｳ繝医繝ｼ繝ｫ繧ｺ繝ｻ繧ｫ繝ｬ繝ず繧ｨ繧､繝医ｻ繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,,繧ｻ繝ｳ繝医繝ｼ繝ｫ繧ｺ繝ｻ繧ｫ繝ｬ繝ず繧ｨ繧､繝医ｻ繧ｹ繧ｯ繝ｼ繝ｫ,B,0,https://league-one.jp/player/484296,,,,,
