英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url
Shohei Tsujimura,辻村 翔平,PR,クリタウォーターガッシュ昭島（2025-26）,182,117,1999.07.13,26,長崎南山高校,近畿大学,長崎南山高校 近畿大学,A,7,https://league-one.jp/player/483804,,,,,
Kei Takusagawa,田草川 恵,PR,クリタウォーターガッシュ昭島（2025-26）,173,106,1999.08.15,26,東海大学付属甲府高校,東海大学,東海大学付属甲府高校 東海大学,A,26,https://league-one.jp/player/483805,,,,,
Yuta Sugiyama,杉山 祐太,WTB,クリタウォーターガッシュ昭島（2025-26）,185,92,1998.10.04,27,東海大学付属相模高校,東海大学,東海大学付属相模高校 東海大学,A,17,https://league-one.jp/player/483806,,,,,
Kentaro Sugimori,杉森 健太郎,WTB,クリタウォーターガッシュ昭島（2025-26）,172,72,1993.07.21,32,流通経済大柏高校,流通経済大学,流経大柏 流通経済大学,A,38,https://league-one.jp/player/483807,,,,,
Takuro Hayashida,林田 拓朗,SO,クリタウォーターガッシュ昭島（2025-26）,170,84,1997.11.28,28,天理高校,天理大学,天理高校 天理大学,A,36,https://league-one.jp/player/483808,,,,,
Shinpei Suganuma,菅沼 神兵,SO,クリタウォーターガッシュ昭島（2025-26）,174,80,1992.12.21,33,陸上自衛隊少年工科学校,関東学院大学,陸上自衛隊少年工科学校 関東学院大学,A,10,https://league-one.jp/player/483809,,,,,
Sho Nakamura,中村 翔,SH,クリタウォーターガッシュ昭島（2025-26）,176,75,1997.10.07,28,東福岡高校,法政大学,東福岡高校 法政大学,A,26,https://league-one.jp/player/483810,,,,,
Taisei Nakao,中尾 泰星,FL,クリタウォーターガッシュ昭島（2025-26）,170,90,1998.05.23,27,大分舞鶴高校,同志社大学,大分舞鶴高校 同志社大学,A,44,https://league-one.jp/player/483811,,,,,
Hiroki Kawase,川瀬 大輝,LO,クリタウォーターガッシュ昭島（2025-26）,178,95,1994.11.10,31,石見智翠館高校,東海大学,石見智翠館高校 東海大学,A,14,https://league-one.jp/player/483812,,,,,
Kengo Nakamura,中村 謙吾,LO,クリタウォーターガッシュ昭島（2025-26）,185,108,1994.04.20,31,東海大学付属甲府高校,愛知学院大学,東海大学付属甲府高校 愛知学院大学,A,34,https://league-one.jp/player/483813,,,,,
Kota Nakamura,中村 匡汰,LO,クリタウォーターガッシュ昭島（2025-26）,188,108,1998.02.21,27,東海大学付属相模高校,東海大学,東海大学付属相模高校 東海大学,A,48,https://league-one.jp/player/483814,,,,,
Kota Hojo,北條 耕太,HO,クリタウォーターガッシュ昭島（2025-26）,174,98,1997.09.14,28,天理高校,天理大学,天理高校 天理大学,A,47,https://league-one.jp/player/483815,,,,,
Ryota Kuribara,栗原 良多,HO,クリタウォーターガッシュ昭島（2025-26）,178,113,1995.03.24,30,正智深谷高校,大東文化大学,正智深谷高校 大東文化大学,A,37,https://league-one.jp/player/483816,,,,,
Rui Kuriyama,栗山 塁,PR,クリタウォーターガッシュ昭島（2025-26）,178,115,1998.08.13,27,桐蔭学園高校,専修大学,桐蔭学園高校 専修大学,A,45,https://league-one.jp/player/483817,,,,,
Kei Shibuya,渋谷 圭,PR,クリタウォーターガッシュ昭島（2025-26）,182,110,1997.07.24,28,大東文化大学第一高校,大東文化大学,大東文化大学第一高校 大東文化大学,A,35,https://league-one.jp/player/483818,,,,,
Shoya Koyama,小山 翔也,PR,クリタウォーターガッシュ昭島（2025-26）,176,107,1996.12.19,29,新潟工業高校,帝京大学,新潟工業高校 帝京大学,A,30,https://league-one.jp/player/483819,,,,,
Aki Kajihara,梶原 瑛,PR,クリタウォーターガッシュ昭島（2025-26）,178,107,1996.02.05,29,日川高校,専修大学,日川高校 専修大学,A,21,https://league-one.jp/player/483820,,,,,
Masashi Debuchi,出渕 賢史,PR,クリタウォーターガッシュ昭島（2025-26）,177,113,1990.05.30,35,関西高校,帝京大学,関西高校 帝京大学,A,28,https://league-one.jp/player/483821,,,,,
Teariki Ben-Nicholas,テアレキ ・ベンニコラス,No8,クリタウォーターガッシュ昭島（2025-26）,194,113,1995.07.18,30,Kingscollege,ビクトリア大学,Kingscollege ビクトリア大学,B,22,https://league-one.jp/player/483822,,,,,
Piers Francis,ピアーズ ・フランシス,SO,クリタウォーターガッシュ昭島（2025-26）,183,92,1990.06.20,35,SaintGeorge’sChurchofEnglandSchool,ケントカレッジ,SaintGeorge’sChurchofEnglandSchool ケントカレッジ,C,23,https://league-one.jp/player/483823,,,,,
Issa Hosoya,細矢 一颯,PR,クリタウォーターガッシュ昭島（2025-26）,173,110,2002.01.04,24,関西大学北陽高校,関西大学,関西大学北陽高校 関西大学,A,7,https://league-one.jp/player/483824,,,,,
Ryo Hosomoto,細元 亮,WTB,クリタウォーターガッシュ昭島（2025-26）,170,81,2001.06.08,24,高鍋高校,福岡大学,高鍋高校 福岡大学,A,12,https://league-one.jp/player/483825,,,,,
Hiroki Handa,半田 裕己,SO,クリタウォーターガッシュ昭島（2025-26）,173,84,2001.11.29,24,天理高校,近畿大学,天理高校 近畿大学,A,11,https://league-one.jp/player/483826,,,,,
Yujin Ikezawa,池澤 佑尽,SO,クリタウォーターガッシュ昭島（2025-26）,180,87,2001.10.11,24,東福岡高校,関西大学,東福岡高校 関西大学,A,3,https://league-one.jp/player/483827,,,,,
Yoji Shiina,椎名 耀二,LO,クリタウォーターガッシュ昭島（2025-26）,180,97,2001.08.20,24,幕張総合高校,東海大学,幕張総合高校 東海大学,A,14,https://league-one.jp/player/483828,,,,,
Katsuki Ishizuka,石塚 勝己,CTB,クリタウォーターガッシュ昭島（2025-26）,183,92,2001.07.06,24,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,10,https://league-one.jp/player/483829,,,,,
Quinton Nicols,クイントン ・ニコラス,CTB,クリタウォーターガッシュ昭島（2025-26）,194,104,2002.04.16,23,マウントアルバートグラマーカレ,,マウントアルバートグラマーカレ,B,1,https://league-one.jp/player/485717,,,,,
Junior Ahokovi,ジュニア ・アフォコビ,LO,クリタウォーターガッシュ昭島（2025-26）,196,108,2005.07.06,20,オークランドグラマースクール,,オークランドグラマースクール,B,1,https://league-one.jp/player/485718,,,,,
Viliami Helu,ヴィリアミ ・ヘル,BR,クリタウォーターガッシュ昭島（2025-26）,193,107,1996.03.20,29,Monte,Vista,Monte Vista High School Saint Mary’s College of Calif,C,1,https://league-one.jp/player/488097,,,,,
Sione Afemui,シオネ ・アフェムイ,No8,クリタウォーターガッシュ昭島（2025-26）,187,120,1999.01.30,26,セントトーマスオブカンタベリー,朝日大学,セントトーマスオブカンタベリー 朝日大学,A,3,https://league-one.jp/player/488120,,,,,
Adrian Choat,エイドリアン ・チョウト,FL,狭山セコムラガッツ（2025-26）,190,100,1997.11.20,28,リストンカレッジ,リストン大学,リストンカレッジ リストン大学,B,2,https://league-one.jp/player/484081,,,,,
Sam Slade,サム ・スレイド,LO,狭山セコムラガッツ（2025-26）,197,116,1997.08.28,28,マウントアルバートグラマースクール,オークランド大学,マウントアルバートグラマースクール オークランド大学,C,2,https://league-one.jp/player/484082,,,,,
PJ Steenkamp,PJ ・スティーンカンプ,LO,狭山セコムラガッツ（2025-26）,196,117,1998.01.03,28,ホエスコール・ハ—スフォンテイン,ヨハナスブルク大学,ホエスコール・ハ—スフォンテイン ヨハナスブルク大学,B,5,https://league-one.jp/player/484083,,,,,
Tomasi Naibaruwaga,ナイバルワガ トマシ,WTB,狭山セコムラガッツ（2025-26）,180,98,2002.12.29,23,秋田工業高校,天理大学,秋田工業 天理大学,A,0,https://league-one.jp/player/484084,,,,,
Curtis Reid,カーティス ・リード,CTB,狭山セコムラガッツ（2025-26）,188,98,1994.12.11,31,ロングベイカレッジ,マッセー大学,ロングベイカレッジ マッセー大学,A,0,https://league-one.jp/player/484085,,,,,
Daichi Inami,伊波 大地,PR,狭山セコムラガッツ（2025-26）,177,103,2002.10.20,23,東海大相模高校,東海大学,東海大相模高校 東海大学,A,0,https://league-one.jp/player/484086,,,,,
Syoki Teranishi,寺西 翔生,HO,狭山セコムラガッツ（2025-26）,170,88,2002.05.21,23,常翔学園高校,天理大学,常翔学園高校 天理大学,A,1,https://league-one.jp/player/484087,,,,,
Yuga Kawase,川瀬 悠河,LO,狭山セコムラガッツ（2025-26）,188,98,2002.04.03,23,東海大相模高校,東海大学,東海大相模高校 東海大学,A,0,https://league-one.jp/player/484088,,,,,
Ryunosuke Fujiwara,藤原 竜之丞,WTB,狭山セコムラガッツ（2025-26）,169,73,2002.10.10,23,日本航空石川高校,天理大学,日本航空石川高校 天理大学,A,4,https://league-one.jp/player/484089,,,,,
Ikki Morimoto,森元 一気,FL,狭山セコムラガッツ（2025-26）,169,93,2002.10.22,23,尾道高校,帝京大学,尾道高校 帝京大学,A,1,https://league-one.jp/player/484090,,,,,
Chase Tiatia,チェイス ・ティアティア,FB,狭山セコムラガッツ（2025-26）,181,102,1995.10.14,30,Stパトリックカレッジ・シルバーストリーム,,Stパトリックカレッジ・シルバーストリーム,B,18,https://league-one.jp/player/484091,,,,,
Daniel Waite,ダニエル ・ウェイト,SO,狭山セコムラガッツ（2025-26）,181,92,1996.04.08,29,ニュープリマス・ボーイズ,,ニュープリマス・ボーイズ高校,B,11,https://league-one.jp/player/484092,,,,,
Whetukamokamo Douglas,フェトゥカモカモ ・ダグラス,FL,狭山セコムラガッツ（2025-26）,191,111,1991.04.18,34,ギズボーン,ワイカト大学,ギズボーン高校 ワイカト大学,A,48,https://league-one.jp/player/484093,,,,,
TJ Faiane,ティジェイ ・ファイアネ,CTB,狭山セコムラガッツ（2025-26）,180,95,1995.08.24,30,セントケンティガン,,セントケンティガン高校,B,15,https://league-one.jp/player/484094,,,,,
Troy Callander,トロイ ・カレンダー,LO,狭山セコムラガッツ（2025-26）,198,111,1994.12.27,31,オタゴボーイズ,,オタゴボーイズ高校,A,17,https://league-one.jp/player/484095,,,,,
Kazuki Ikemura,池村 冬紀,CTB,狭山セコムラガッツ（2025-26）,178,91,2002.01.11,23,川口高校,山梨学院大学,川口高校 山梨学院大学,A,0,https://league-one.jp/player/484096,,,,,
Motoki Kaneko,金子 元紀,PR,狭山セコムラガッツ（2025-26）,180,116,2001.03.21,24,川口高校,立正大学,川口高校 立正大学,A,11,https://league-one.jp/player/484097,,,,,
Minato Jinnouchi,陣内 源斗,HO,狭山セコムラガッツ（2025-26）,162,92,2001.02.10,24,尾道高校,立正大学,尾道高校 立正大学,A,1,https://league-one.jp/player/484098,,,,,
Keito Tahara,田原 慶人,SH,狭山セコムラガッツ（2025-26）,163,70,2000.06.25,25,石見智翠館高校,近畿大学,石見智翠館高校 近畿大学,A,1,https://league-one.jp/player/484099,,,,,
Yosuke Okuma,大熊 陽介,FL,狭山セコムラガッツ（2025-26）,180,96,1998.04.29,27,國學院栃木高校,同志社大学,國學院栃木高校 同志社大学,A,6,https://league-one.jp/player/484100,,,,,
Riku Mizuno,水野 陸,WTB,狭山セコムラガッツ（2025-26）,175,86,2001.12.21,24,東京高校,中央大学,東京高校 中央大学,A,2,https://league-one.jp/player/484101,,,,,
Tatsuki Kanza,神座 立樹,WTB,狭山セコムラガッツ（2025-26）,178,85,1998.04.25,27,専修大学松戸高校,帝京大学,専修大学松戸高校 帝京大学,A,9,https://league-one.jp/player/484102,,,,,
Koki Iida,飯田 光紀,FL,狭山セコムラガッツ（2025-26）,168,85,1999.09.30,26,日川高校,日本大学,日川高校 日本大学,A,12,https://league-one.jp/player/484103,,,,,
Ash Paker,パーカー アッシュ,No8,狭山セコムラガッツ（2025-26）,187,108,1988.11.01,37,セントバーナード,ビクトリア大学,セントバーナード高校 ビクトリア大学,A,27,https://league-one.jp/player/484104,,,,,
Naoto Shirakawa,白川 直人,PR,狭山セコムラガッツ（2025-26）,174,108,1996.11.22,29,桂高校,日本大学,桂高校 日本大学,A,12,https://league-one.jp/player/484105,,,,,
Kentaro Ueno,上野 拳太郎,PR,狭山セコムラガッツ（2025-26）,169,106,1994.05.10,31,日大藤沢高校,日本体育大学,日大藤沢高校 日本体育大学,A,19,https://league-one.jp/player/484106,,,,,
Haruya Nakasu,中洲 晴陽,CTB,狭山セコムラガッツ（2025-26）,174,88,2000.01.10,25,筑紫高校,近畿大学,筑紫高校 近畿大学,A,18,https://league-one.jp/player/484107,,,,,
Yudai Ishii,石井 雄大,FB,狭山セコムラガッツ（2025-26）,171,78,1997.02.26,28,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,8,https://league-one.jp/player/484108,,,,,
Sotaro Tanaka,田中 創太郎,PR,狭山セコムラガッツ（2025-26）,175,108,2001.10.29,24,國學院久我山高校,青山学院大学,國學院久我山高校 青山学院大学,A,4,https://league-one.jp/player/484109,,,,,
Yoshihiro Noguchi,野口 宜裕,WTB,狭山セコムラガッツ（2025-26）,169,71,1994.12.26,31,早稲田摂陵高校,専修大学,早稲田摂陵高校 専修大学,A,2,https://league-one.jp/player/484110,,,,,
Fugo Takada,高,HO,狭山セコムラガッツ（2025-26）,174,102,1999.06.01,26,桐蔭学園高校,筑波大学,桐蔭学園高校 筑波大学,A,1,https://league-one.jp/player/484128,,,,,
Eito Tsutsumi,堤 英登,SH,狭山セコムラガッツ（2025-26）,163,68,1997.06.19,28,佐賀工業高校,日本体育大学,佐賀工業高校 日本体育大学,A,12,https://league-one.jp/player/484112,,,,,
Fisipuna Tuiaki,フィシプナ ・トゥイアキ,CTB,狭山セコムラガッツ（2025-26）,188,108,1995.01.23,30,日本航空石川高校,天理大学,日本航空石川高校 天理大学,A,20,https://league-one.jp/player/484113,,,,,
Shogo Murakami,村上 翔梧,PR,狭山セコムラガッツ（2025-26）,178,113,1996.08.01,29,新田高校,立正大学,新田高校 立正大学,A,4,https://league-one.jp/player/484114,,,,,
Yuki Tsujioka,辻岡 優希,FL,狭山セコムラガッツ（2025-26）,182,98,2001.07.26,24,和歌山工業高校,大東文化大学,和歌山工業高校 大東文化大学,A,4,https://league-one.jp/player/484115,,,,,
Tatsuki Tanina,谷名 樹,HO,狭山セコムラガッツ（2025-26）,175,98,2000.08.20,25,延岡星雲高校,東洋大学,延岡星雲高校 東洋大学,A,17,https://league-one.jp/player/484116,,,,,
Kosei Kanda,神田 康生,LO,狭山セコムラガッツ（2025-26）,194,105,2001.04.27,24,鹿児島工業高校,流通経済大学,鹿児島工業高校 流通経済大学,A,0,https://league-one.jp/player/484117,,,,,
Kaito Sugahara,菅原 海人,SO,狭山セコムラガッツ（2025-26）,171,83,2000.08.21,25,京都工学院高校,帝京大学,京都工学院高校 帝京大学,A,2,https://league-one.jp/player/484118,,,,,
Shota Okuno,奥野 翔太,HO,狭山セコムラガッツ（2025-26）,177,101,2000.01.15,25,常翔学園高校,帝京大学,常翔学園高校 帝京大学,A,18,https://league-one.jp/player/484119,,,,,
Ryusuke Yamamoto,山本 龍亮,FL,狭山セコムラガッツ（2025-26）,179,97,1998.06.22,27,桐蔭学園高校,明治大学,桐蔭学園高校 明治大学,A,2,https://league-one.jp/player/484120,,,,,
Shota Kutsuna,忽那 鐘太,SO,狭山セコムラガッツ（2025-26）,180,86,1997.03.19,28,石見智翠館高校,明治大学,石見智翠館高校 明治大学,A,12,https://league-one.jp/player/484121,,,,,
Kazuki Asakura,朝倉 一稀,LO,狭山セコムラガッツ（2025-26）,184,107,1994.08.06,31,平塚学園高校,国士舘大学,平塚学園高校 国士舘大学,A,5,https://league-one.jp/player/484122,,,,,
Yushi Okuda,奥田 勇志,WTB,狭山セコムラガッツ（2025-26）,176,84,2001.10.05,24,新潟工業高校,拓殖大学,新潟工業高校 拓殖大学,A,15,https://league-one.jp/player/484124,,,,,
Kanta Noguchi,野口 幹太,FB,狭山セコムラガッツ（2025-26）,175,82,1999.09.25,26,東京高校,東海大学,東京高校 東海大学,A,0,https://league-one.jp/player/484125,,,,,
Kento Mizutani,水谷 健人,FL,狭山セコムラガッツ（2025-26）,183,99,1997.11.12,28,秋田工業高校,帝京大学,秋田工業高校 帝京大学,A,19,https://league-one.jp/player/484126,,,,,
Tatsuya Hayashi,林 辰哉,CTB,狭山セコムラガッツ（2025-26）,170,84,2000.05.19,25,石見智翠館高校,拓殖大学,石見智翠館高校 拓殖大学,A,0,https://league-one.jp/player/484127,,,,,
