英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,選手名_カタカナ
Federico MORI,Federico MORI,CTB,バイヨンヌ,188,108,2000.10.13,,,,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),A,0,https://all.rugby/player/federico-mori,,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),Italy,Italy,https://all.rugby/player/federico-mori,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),フェデリコ-モーリ
Guillaume MARTOCQ,Guillaume MARTOCQ,CTB,バイヨンヌ,183,96,1999.08.23,,,,Union Stadiste Sauveterre (2013 - 2014) -> Rugby Club Béarnais (2014 - 2015) -> Aviron Bayonnais (2015 - 2020) -> US Carcassonne (2020 - 2022) -> Aviron Bayonnais (2022 - 2026),A,0,https://all.rugby/player/guillaume-martocq,,Union Stadiste Sauveterre (2013 - 2014) -> Rugby Club Béarnais (2014 - 2015) -> Aviron Bayonnais (2015 - 2020) -> US Carcassonne (2020 - 2022) -> Aviron Bayonnais (2022 - 2026),,,https://all.rugby/player/guillaume-martocq,Union Stadiste Sauveterre (2013 - 2014) -> Rugby Club Béarnais (2014 - 2015) -> Aviron Bayonnais (2015 - 2020) -> US Carcassonne (2020 - 2022) -> Aviron Bayonnais (2022 - 2026),ギヨーム・マルトック
Manu TUILAGI,Manu TUILAGI,CTB,バイヨンヌ,185,111,1991.05.18,,,,Leicester Tigers (2013 - 2019) -> Sale Sharks (2019 - 2019) -> Leicester Tigers (2020 - 2020) -> Sale Sharks (2020 - 2024) -> Aviron Bayonnais (2024 - 2026),A,0,https://all.rugby/player/manu-tuilagi,,Leicester Tigers (2013 - 2019) -> Sale Sharks (2019 - 2019) -> Leicester Tigers (2020 - 2020) -> Sale Sharks (2020 - 2024) -> Aviron Bayonnais (2024 - 2026),Samoa,Samoa,https://all.rugby/player/manu-tuilagi,Leicester Tigers (2013 - 2019) -> Sale Sharks (2019 - 2019) -> Leicester Tigers (2020 - 2020) -> Sale Sharks (2020 - 2024) -> Aviron Bayonnais (2024 - 2026),マヌ・ツイラギ
Reece HODGE,Reece HODGE,CTB,バイヨンヌ,191,94,1994.08.26,,,,Melbourne Rebels (2015 - 2023) -> Aviron Bayonnais (2023 - 2026),A,0,https://all.rugby/player/reece-hodge,,Melbourne Rebels (2015 - 2023) -> Aviron Bayonnais (2023 - 2026),Australia,Australia,https://all.rugby/player/reece-hodge,Melbourne Rebels (2015 - 2023) -> Aviron Bayonnais (2023 - 2026),リース・ホッジ
Sireli MAQALA,Sireli MAQALA,CTB,バイヨンヌ,172,88,2000.03.20,,,,FIDJI 7's (2020 - 2021) -> Aviron Bayonnais (2021 - 2026),A,0,https://all.rugby/player/sireli-maqala,,FIDJI 7's (2020 - 2021) -> Aviron Bayonnais (2021 - 2026),,,https://all.rugby/player/sireli-maqala,FIDJI 7's (2020 - 2021) -> Aviron Bayonnais (2021 - 2026),シレリ・マカラ
Arnaud ERBINARTEGARAY,Arnaud ERBINARTEGARAY,WTB,バイヨンヌ,185,89,2000.09.16,,,,Avenir Barcus (2009 - 2019) -> Sport Athlétique Mauléonais (2019 - 2021) -> Aviron Bayonnais (2021 - 2026),A,0,https://all.rugby/player/arnaud-erbinartegaray,,Avenir Barcus (2009 - 2019) -> Sport Athlétique Mauléonais (2019 - 2021) -> Aviron Bayonnais (2021 - 2026),,,https://all.rugby/player/arnaud-erbinartegaray,Avenir Barcus (2009 - 2019) -> Sport Athlétique Mauléonais (2019 - 2021) -> Aviron Bayonnais (2021 - 2026),アルノー・エルビナルテガライ
Mateo CARRERAS,Mateo CARRERAS,WTB,バイヨンヌ,173,84,1999.12.17,,,,Jaguares XV (2018 - 2019) -> Jaguares (2019 - 2020) -> Newcastle (2020 - 2023) -> Aviron Bayonnais (2023 - 2023) -> Newcastle (2024 - 2024) -> Aviron Bayonnais (2024 - 2026),A,0,https://all.rugby/player/mateo-carreras,,Jaguares XV (2018 - 2019) -> Jaguares (2019 - 2020) -> Newcastle (2020 - 2023) -> Aviron Bayonnais (2023 - 2023) -> Newcastle (2024 - 2024) -> Aviron Bayonnais (2024 - 2026),,,https://all.rugby/player/mateo-carreras,Jaguares XV (2018 - 2019) -> Jaguares (2019 - 2020) -> Newcastle (2020 - 2023) -> Aviron Bayonnais (2023 - 2023) -> Newcastle (2024 - 2024) -> Aviron Bayonnais (2024 - 2026),マテオ・カレーラス
Tom LÉVÊQUE,Tom LÉVÊQUE,WTB,バイヨンヌ,184,80,//2006,,,,US Mouguerre (2012 - 2020) -> Aviron Bayonnais (2020 - 2026),A,0,https://all.rugby/player/tom-leveque,,US Mouguerre (2012 - 2020) -> Aviron Bayonnais (2020 - 2026),,,https://all.rugby/player/tom-leveque,US Mouguerre (2012 - 2020) -> Aviron Bayonnais (2020 - 2026),トム・レヴェック
Tom SPRING,Tom SPRING,WTB,バイヨンヌ,186,87,2002.09.26,,,,US Nafarroa (2008 - 2021) -> Aviron Bayonnais (2021 - 2026),A,0,https://all.rugby/player/tom-spring,,US Nafarroa (2008 - 2021) -> Aviron Bayonnais (2021 - 2026),France,France,https://all.rugby/player/tom-spring,US Nafarroa (2008 - 2021) -> Aviron Bayonnais (2021 - 2026),トム・スプリング
Victor HANNOUN,Victor HANNOUN,WTB,バイヨンヌ,182,85,2003.08.20,,,,Anglet Olympique Rugby Club (2013 - 2018) -> Aviron Bayonnais (2018 - 2026),A,0,https://all.rugby/player/victor-hannoun,,Anglet Olympique Rugby Club (2013 - 2018) -> Aviron Bayonnais (2018 - 2026),,,https://all.rugby/player/victor-hannoun,Anglet Olympique Rugby Club (2013 - 2018) -> Aviron Bayonnais (2018 - 2026),ヴィクトール・アヌーン
Cheikh TIBERGHIEN,Cheikh TIBERGHIEN,FB,バイヨンヌ,186,96,2000.01.08,,,,Aviron Bayonnais (2013 - 2019) -> ASM Clermont Auvergne (2019 - 2023) -> Aviron Bayonnais (2023 - 2026),A,0,https://all.rugby/player/cheikh-tiberghien,,Aviron Bayonnais (2013 - 2019) -> ASM Clermont Auvergne (2019 - 2023) -> Aviron Bayonnais (2023 - 2026),,,https://all.rugby/player/cheikh-tiberghien,Aviron Bayonnais (2013 - 2019) -> ASM Clermont Auvergne (2019 - 2023) -> Aviron Bayonnais (2023 - 2026),シェイク・ティベルギアン
Yohan ORABÉ,Yohan ORABÉ,FB,バイヨンヌ,187,87,2002.05.21,,,,Sport Athlétique Mauléonais (2007 - 2022) -> Aviron Bayonnais (2022 - 2026),A,0,https://all.rugby/player/yohan-orabe,,Sport Athlétique Mauléonais (2007 - 2022) -> Aviron Bayonnais (2022 - 2026),,,https://all.rugby/player/yohan-orabe,Sport Athlétique Mauléonais (2007 - 2022) -> Aviron Bayonnais (2022 - 2026),ヨアン・オラベ
Cristian OJOVAN,Cristian OJOVAN,PR,クレルモン,183,120,1997.01.04,,,,Section Paloise Béarn Pyrénées (2016 - 2017) -> Stade Aurillacois Cantal Auvergne (2017 - 2020) -> ASM Clermont Auvergne (2020 - 2026),A,0,https://all.rugby/player/cristian-ojovan,,Section Paloise Béarn Pyrénées (2016 - 2017) -> Stade Aurillacois Cantal Auvergne (2017 - 2020) -> ASM Clermont Auvergne (2020 - 2026),Moldova,Moldova,https://all.rugby/player/cristian-ojovan,Section Paloise Béarn Pyrénées (2016 - 2017) -> Stade Aurillacois Cantal Auvergne (2017 - 2020) -> ASM Clermont Auvergne (2020 - 2026),クリスティアン・オジョヴァン
Etienne FALGOUX,Etienne FALGOUX,PR,クレルモン,183,112,1993.01.19,,,,ASM Clermont Auvergne (2012 - 2026),A,0,https://all.rugby/player/etienne-falgoux,,ASM Clermont Auvergne (2012 - 2026),France,France,https://all.rugby/player/etienne-falgoux,ASM Clermont Auvergne (2012 - 2026),エティエンヌ-ファルグ
Giorgi AKHALADZE,Giorgi AKHALADZE,PR,クレルモン,186,128,1999.04.13,,,,RC Aia Kutaisi (2017 - 2018) -> Rugby Club Massy Essonne (2018 - 2021) -> Association Sportive Béziers Hérault (2021 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/giorgi-akhaladze,,RC Aia Kutaisi (2017 - 2018) -> Rugby Club Massy Essonne (2018 - 2021) -> Association Sportive Béziers Hérault (2021 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,,https://all.rugby/player/giorgi-akhaladze,RC Aia Kutaisi (2017 - 2018) -> Rugby Club Massy Essonne (2018 - 2021) -> Association Sportive Béziers Hérault (2021 - 2024) -> ASM Clermont Auvergne (2024 - 2026),ギオルギ-アハラゼ
Giorgi DZMANASHVILI,Giorgi DZMANASHVILI,PR,クレルモン,186,122,2002.06.16,,,,RC Rustavi Kharebi (2021 - 2022) -> ASM Clermont Auvergne (2022 - 2024) -> Biarritz Olympique Pays Basque (2024 - 2025) -> ASM Clermont Auvergne (2025 - 2026),A,0,https://all.rugby/player/giorgi-dzmanashvili,,RC Rustavi Kharebi (2021 - 2022) -> ASM Clermont Auvergne (2022 - 2024) -> Biarritz Olympique Pays Basque (2024 - 2025) -> ASM Clermont Auvergne (2025 - 2026),,,https://all.rugby/player/giorgi-dzmanashvili,RC Rustavi Kharebi (2021 - 2022) -> ASM Clermont Auvergne (2022 - 2024) -> Biarritz Olympique Pays Basque (2024 - 2025) -> ASM Clermont Auvergne (2025 - 2026),ギオルギ・ズマナシュヴィリ
Mathéo FRISACH,Mathéo FRISACH,PR,クレルモン,191,127,//2006,,,,US Izon (2010 - 2018) -> Libourne (2018 - 2019) -> Union Bordeaux-Bègles (2019 - 2023) -> ASM Clermont Auvergne (2023 - 2026),A,0,https://all.rugby/player/matheo-frisach,,US Izon (2010 - 2018) -> Libourne (2018 - 2019) -> Union Bordeaux-Bègles (2019 - 2023) -> ASM Clermont Auvergne (2023 - 2026),,,https://all.rugby/player/matheo-frisach,US Izon (2010 - 2018) -> Libourne (2018 - 2019) -> Union Bordeaux-Bègles (2019 - 2023) -> ASM Clermont Auvergne (2023 - 2026),マテオ・フリザック
Régis MONTAGNE,Régis MONTAGNE,PR,クレルモン,186,133,2000.09.30,,,,FC Grenoble Rugby (2010 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/regis-montagne,,FC Grenoble Rugby (2010 - 2024) -> ASM Clermont Auvergne (2024 - 2026),France,France,https://all.rugby/player/regis-montagne,FC Grenoble Rugby (2010 - 2024) -> ASM Clermont Auvergne (2024 - 2026),レジ・モンターニュ
Sacha LOTRIAN,Sacha LOTRIAN,PR,クレルモン,180,106,2000.08.13,,,,US Millas (2007 - 2009) -> Union Sportive Arlequins Perpignanais (2009 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/sacha-lotrian,,US Millas (2007 - 2009) -> Union Sportive Arlequins Perpignanais (2009 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,,https://all.rugby/player/sacha-lotrian,US Millas (2007 - 2009) -> Union Sportive Arlequins Perpignanais (2009 - 2024) -> ASM Clermont Auvergne (2024 - 2026),サシャ・ロトリアン
Barnabé MASSA,Barnabé MASSA,HO,クレルモン,180,103,//2004,,,,US Véore XV (2010 - 2018) -> Valence Romans Drôme Rugby (2018 - 2020) -> FC Grenoble Rugby (2020 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/barnabe-massa,,US Véore XV (2010 - 2018) -> Valence Romans Drôme Rugby (2018 - 2020) -> FC Grenoble Rugby (2020 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,,https://all.rugby/player/barnabe-massa,US Véore XV (2010 - 2018) -> Valence Romans Drôme Rugby (2018 - 2020) -> FC Grenoble Rugby (2020 - 2024) -> ASM Clermont Auvergne (2024 - 2026),バルナベ・マッサ
Etienne FOURCADE,Etienne FOURCADE,HO,クレルモン,180,103,1997.04.11,,,,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),A,0,https://all.rugby/player/etienne-fourcade,,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),,,https://all.rugby/player/etienne-fourcade,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),エティエンヌ・フルカード
Seilala LAM,Seilala LAM,HO,クレルモン,183,110,1989.02.18,,,,Canberra Vikings (2014 - 2015) -> USON Nevers Rugby (2015 - 2017) -> Union Sportive Arlequins Perpignanais (2017 - 2025) -> ASM Clermont Auvergne (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2026 - 2026) -> ASM Clermont Auvergne (2026 - 2026),A,0,https://all.rugby/player/seilala-lam,,Canberra Vikings (2014 - 2015) -> USON Nevers Rugby (2015 - 2017) -> Union Sportive Arlequins Perpignanais (2017 - 2025) -> ASM Clermont Auvergne (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2026 - 2026) -> ASM Clermont Auvergne (2026 - 2026),Samoa,Samoa,https://all.rugby/player/seilala-lam,Canberra Vikings (2014 - 2015) -> USON Nevers Rugby (2015 - 2017) -> Union Sportive Arlequins Perpignanais (2017 - 2025) -> ASM Clermont Auvergne (2025 - 2025) -> Union Sportive Arlequins Perpignanais (2026 - 2026) -> ASM Clermont Auvergne (2026 - 2026),セイララ・ラム
Léo MICHAUX,Léo MICHAUX,LO,クレルモン,202,125,//2007,,,,ASM Clermont Auvergne (2012 - 2026),A,0,https://all.rugby/player/leo-michaux,,ASM Clermont Auvergne (2012 - 2026),,,https://all.rugby/player/leo-michaux,ASM Clermont Auvergne (2012 - 2026),レオ・ミショー
Rob SIMMONS,Rob SIMMONS,LO,クレルモン,204,115,1989.04.19,,,,Queensland Reds (2013 - 2017) -> New South Wales Waratahs (2017 - 2020) -> London Irish (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),A,0,https://all.rugby/player/rob-simmons,,Queensland Reds (2013 - 2017) -> New South Wales Waratahs (2017 - 2020) -> London Irish (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),Australia,Australia,https://all.rugby/player/rob-simmons,Queensland Reds (2013 - 2017) -> New South Wales Waratahs (2017 - 2020) -> London Irish (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),ロブ・シモンズ
Tevita RATUVA,Tevita RATUVA,LO,クレルモン,199,124,1995.05.08,,,,Brisbane City (2017 - 2018) -> Union Bordeaux-Bègles (2018 - 2019) -> Scarlets (2019 - 2021) -> CA Brive Corrèze Limousin (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),A,0,https://all.rugby/player/tevita-ratuva,,Brisbane City (2017 - 2018) -> Union Bordeaux-Bègles (2018 - 2019) -> Scarlets (2019 - 2021) -> CA Brive Corrèze Limousin (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),Fiji,Fiji,https://all.rugby/player/tevita-ratuva,Brisbane City (2017 - 2018) -> Union Bordeaux-Bègles (2018 - 2019) -> Scarlets (2019 - 2021) -> CA Brive Corrèze Limousin (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),テヴィタ・ラトゥヴァ
Thibaud LANEN,Thibaud LANEN,LO,クレルモン,198,110,1998.04.01,,,,RC Mende Lozère (2004 - 2013) -> ASM Clermont Auvergne (2013 - 2026),A,0,https://all.rugby/player/thibaud-lanen,,RC Mende Lozère (2004 - 2013) -> ASM Clermont Auvergne (2013 - 2026),,,https://all.rugby/player/thibaud-lanen,RC Mende Lozère (2004 - 2013) -> ASM Clermont Auvergne (2013 - 2026),ティボー・ラナン
Thomas CEYTE,Thomas CEYTE,LO,クレルモン,198,120,1991.02.13,,,,RC Aubenas Vals (2004 - 2015) -> Association Sportive Béziers Hérault (2015 - 2015) -> US Dax Rugby Landes (2015 - 2015) -> Association Sportive Béziers Hérault (2016 - 2016) -> US Dax Rugby Landes (2016 - 2017) -> USON Nevers Rugby (2017 - 2022) -> Aviron Bayonnais (2022 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/thomas-ceyte,,RC Aubenas Vals (2004 - 2015) -> Association Sportive Béziers Hérault (2015 - 2015) -> US Dax Rugby Landes (2015 - 2015) -> Association Sportive Béziers Hérault (2016 - 2016) -> US Dax Rugby Landes (2016 - 2017) -> USON Nevers Rugby (2017 - 2022) -> Aviron Bayonnais (2022 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,,https://all.rugby/player/thomas-ceyte,RC Aubenas Vals (2004 - 2015) -> Association Sportive Béziers Hérault (2015 - 2015) -> US Dax Rugby Landes (2015 - 2015) -> Association Sportive Béziers Hérault (2016 - 2016) -> US Dax Rugby Landes (2016 - 2017) -> USON Nevers Rugby (2017 - 2022) -> Aviron Bayonnais (2022 - 2024) -> ASM Clermont Auvergne (2024 - 2026),トマ・セイト
Anthime HEMERY,Anthime HEMERY,FL/NO8,クレルモン,187,111,2001.01.09,,,,Ovale du Gy (2006 - 2016) -> Racing 92 (2016 - 2023) -> ASM Clermont Auvergne (2023 - 2023) -> Racing 92 (2024 - 2024) -> ASM Clermont Auvergne (2024 - 2026),A,0,https://all.rugby/player/anthime-hemery,,Ovale du Gy (2006 - 2016) -> Racing 92 (2016 - 2023) -> ASM Clermont Auvergne (2023 - 2023) -> Racing 92 (2024 - 2024) -> ASM Clermont Auvergne (2024 - 2026),,,https://all.rugby/player/anthime-hemery,Ovale du Gy (2006 - 2016) -> Racing 92 (2016 - 2023) -> ASM Clermont Auvergne (2023 - 2023) -> Racing 92 (2024 - 2024) -> ASM Clermont Auvergne (2024 - 2026),アンティム・エムリー
Killian TIXERONT,Killian TIXERONT,FL/NO8,クレルモン,196,107,2002.01.22,,,,US Martres-de-Veyre (2009 - 2017) -> ASM Clermont Auvergne (2017 - 2026),A,0,https://all.rugby/player/killian-tixeront,,US Martres-de-Veyre (2009 - 2017) -> ASM Clermont Auvergne (2017 - 2026),France,France,https://all.rugby/player/killian-tixeront,US Martres-de-Veyre (2009 - 2017) -> ASM Clermont Auvergne (2017 - 2026),キリアン・ティクスロン
Lucas DESSAIGNE,Lucas DESSAIGNE,FL/NO8,クレルモン,188,102,1999.02.07,,,,ASM Clermont Auvergne (2014 - 2026),A,0,https://all.rugby/player/lucas-dessaigne,,ASM Clermont Auvergne (2014 - 2026),,,https://all.rugby/player/lucas-dessaigne,ASM Clermont Auvergne (2014 - 2026),ルカス・デセーニュ
Marcos KREMER,Marcos KREMER,FL/NO8,クレルモン,195,115,1997.07.30,,,,Jaguares (2015 - 2020) -> Stade Français Paris Rugby (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),A,0,https://all.rugby/player/marcos-kremer,,Jaguares (2015 - 2020) -> Stade Français Paris Rugby (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),Argentina,Argentina,https://all.rugby/player/marcos-kremer,Jaguares (2015 - 2020) -> Stade Français Paris Rugby (2020 - 2023) -> ASM Clermont Auvergne (2023 - 2026),マルコス・クレメル
Pio MUARUA,Pio MUARUA,FL/NO8,クレルモン,191,125,1996.06.28,,,,Sporting Union Agenais (2015 - 2018) -> Soyaux-Angoulême XV Charente (2018 - 2019) -> Rugby Club Vannes (2019 - 2020) -> Stade Montois Rugby Pro (2020 - 2020) -> Rugby Club Vannes (2021 - 2021) -> Stade Montois Rugby Pro (2021 - 2021) -> FC Grenoble Rugby (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),A,0,https://all.rugby/player/pio-muarua,,Sporting Union Agenais (2015 - 2018) -> Soyaux-Angoulême XV Charente (2018 - 2019) -> Rugby Club Vannes (2019 - 2020) -> Stade Montois Rugby Pro (2020 - 2020) -> Rugby Club Vannes (2021 - 2021) -> Stade Montois Rugby Pro (2021 - 2021) -> FC Grenoble Rugby (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),,,https://all.rugby/player/pio-muarua,Sporting Union Agenais (2015 - 2018) -> Soyaux-Angoulême XV Charente (2018 - 2019) -> Rugby Club Vannes (2019 - 2020) -> Stade Montois Rugby Pro (2020 - 2020) -> Rugby Club Vannes (2021 - 2021) -> Stade Montois Rugby Pro (2021 - 2021) -> FC Grenoble Rugby (2021 - 2025) -> ASM Clermont Auvergne (2025 - 2026),ピオ・ムアルア
Pita-Gus SOWAKULA,Pita-Gus SOWAKULA,FL/NO8,クレルモン,195,117,1994.10.26,,,,Chiefs (2017 - 2019) -> Taranaki Bulls (2019 - 2019) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> ASM Clermont Auvergne (2023 - 2026),A,0,https://all.rugby/player/pita-gus-sowakula,,Chiefs (2017 - 2019) -> Taranaki Bulls (2019 - 2019) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> ASM Clermont Auvergne (2023 - 2026),Fiji,Fiji,https://all.rugby/player/pita-gus-sowakula,Chiefs (2017 - 2019) -> Taranaki Bulls (2019 - 2019) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2020 - 2020) -> Taranaki Bulls (2020 - 2020) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2021 - 2021) -> Taranaki Bulls (2021 - 2021) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> ASM Clermont Auvergne (2023 - 2026),ピタ＝ガス・ソワクラ
Selevasio TOLOFUA,Selevasio TOLOFUA,FL/NO8,クレルモン,186,116,1997.05.31,,,,Olympique Marcquois Rugby (2004 - 2007) -> Stade Toulousain (2007 - 2023) -> Rugby Club Toulonnais (2023 - 2025) -> ASM Clermont Auvergne (2025 - 2026),A,0,https://all.rugby/player/selevasio-tolofua,,Olympique Marcquois Rugby (2004 - 2007) -> Stade Toulousain (2007 - 2023) -> Rugby Club Toulonnais (2023 - 2025) -> ASM Clermont Auvergne (2025 - 2026),France,France,https://all.rugby/player/selevasio-tolofua,Olympique Marcquois Rugby (2004 - 2007) -> Stade Toulousain (2007 - 2023) -> Rugby Club Toulonnais (2023 - 2025) -> ASM Clermont Auvergne (2025 - 2026),セレヴァシオ・トロフア
Baptiste JAUNEAU,Baptiste JAUNEAU,SH,クレルモン,169,82,2003.11.17,,,,AS Buzy-Ogeu Rugby (2008 - 2014) -> FC Oloron (2014 - 2018) -> Biarritz Olympique Pays Basque (2018 - 2021) -> ASM Clermont Auvergne (2021 - 2026),A,0,https://all.rugby/player/baptiste-jauneau,,AS Buzy-Ogeu Rugby (2008 - 2014) -> FC Oloron (2014 - 2018) -> Biarritz Olympique Pays Basque (2018 - 2021) -> ASM Clermont Auvergne (2021 - 2026),France,France,https://all.rugby/player/baptiste-jauneau,AS Buzy-Ogeu Rugby (2008 - 2014) -> FC Oloron (2014 - 2018) -> Biarritz Olympique Pays Basque (2018 - 2021) -> ASM Clermont Auvergne (2021 - 2026),バティスト・ジョノー
